Titik,X,Y,Latitude,Longitude
"26092","51","336","-8.812503","118.97918"
"26093","51","337","-8.812503","119.02084"
"26094","51","338","-8.812503","119.06251"
"26106","51","350","-8.812503","119.56251"
"26107","51","351","-8.812503","119.60418"
"26108","51","352","-8.812503","119.64584"
"26109","51","353","-8.812503","119.68751"
"26110","51","354","-8.812503","119.72918"
"26111","51","355","-8.812503","119.77084"
"26112","51","356","-8.812503","119.81251"
"26113","51","357","-8.812503","119.85418"
"26118","51","362","-8.812503","120.06251"
"26119","51","363","-8.812503","120.10418"
"26120","51","364","-8.812503","120.14584"
"26121","51","365","-8.812503","120.18751"
"26150","51","394","-8.812503","121.39584"
"26151","51","395","-8.812503","121.43751"
"26152","51","396","-8.812503","121.47918"
"26153","51","397","-8.812503","121.52084"
"26154","51","398","-8.812503","121.56251"
"26164","51","408","-8.812503","121.97918"
"26165","51","409","-8.812503","122.02084"
"26166","51","410","-8.812503","122.06251"
"26167","51","411","-8.812503","122.10418"
"26168","51","412","-8.812503","122.14584"
"26169","51","413","-8.812503","122.18751"
"26170","51","414","-8.812503","122.22918"
"26171","51","415","-8.812503","122.27084"
"26486","52","225","-8.85417","114.35417"
"26487","52","226","-8.85417","114.39584"
"26488","52","227","-8.85417","114.43751"
"26489","52","228","-8.85417","114.47917"
"26490","52","229","-8.85417","114.52084"
"26491","52","230","-8.85417","114.56251"
"26492","52","231","-8.85417","114.60417"
"26501","52","240","-8.85417","114.97917"
"26502","52","241","-8.85417","115.02084"
"26503","52","242","-8.85417","115.06251"
"26504","52","243","-8.85417","115.10417"
"26505","52","244","-8.85417","115.14584"
"26506","52","245","-8.85417","115.18751"
"26507","52","246","-8.85417","115.22917"
"26508","52","247","-8.85417","115.27084"
"26509","52","248","-8.85417","115.31251"
"26510","52","249","-8.85417","115.35417"
"26520","52","259","-8.85417","115.77084"
"26521","52","260","-8.85417","115.81251"
"26522","52","261","-8.85417","115.85417"
"26523","52","262","-8.85417","115.89584"
"26524","52","263","-8.85417","115.93751"
"26575","52","314","-8.85417","118.06251"
"26578","52","317","-8.85417","118.18751"
"26579","52","318","-8.85417","118.22917"
"26580","52","319","-8.85417","118.27084"
"26581","52","320","-8.85417","118.31251"
"26582","52","321","-8.85417","118.35417"
"26583","52","322","-8.85417","118.39584"
"26587","52","326","-8.85417","118.56251"
"26588","52","327","-8.85417","118.60417"
"26589","52","328","-8.85417","118.64584"
"26590","52","329","-8.85417","118.68751"
"26591","52","330","-8.85417","118.72918"
"26592","52","331","-8.85417","118.77084"
"26593","52","332","-8.85417","118.81251"
"26594","52","333","-8.85417","118.85418"
"26595","52","334","-8.85417","118.89584"
"26596","52","335","-8.85417","118.93751"
"26597","52","336","-8.85417","118.97918"
"26614","52","353","-8.85417","119.68751"
"26615","52","354","-8.85417","119.72918"
"26616","52","355","-8.85417","119.77084"
"26617","52","356","-8.85417","119.81251"
"26618","52","357","-8.85417","119.85418"
"26619","52","358","-8.85417","119.89584"
"26620","52","359","-8.85417","119.93751"
"26621","52","360","-8.85417","119.97918"
"26622","52","361","-8.85417","120.02084"
"26623","52","362","-8.85417","120.06251"
"26624","52","363","-8.85417","120.10418"
"26625","52","364","-8.85417","120.14584"
"26626","52","365","-8.85417","120.18751"
"26627","52","366","-8.85417","120.22918"
"26628","52","367","-8.85417","120.27084"
"26629","52","368","-8.85417","120.31251"
"26630","52","369","-8.85417","120.35418"
"26631","52","370","-8.85417","120.39584"
"26632","52","371","-8.85417","120.43751"
"26633","52","372","-8.85417","120.47918"
"26634","52","373","-8.85417","120.52084"
"26635","52","374","-8.85417","120.56251"
"26636","52","375","-8.85417","120.60418"
"26641","52","380","-8.85417","120.81251"
"26642","52","381","-8.85417","120.85418"
"26655","52","394","-8.85417","121.39584"
"26656","52","395","-8.85417","121.43751"
"26657","52","396","-8.85417","121.47918"
"26658","52","397","-8.85417","121.52084"
"26659","52","398","-8.85417","121.56251"
"26660","52","399","-8.85417","121.60418"
"26662","52","401","-8.85417","121.68751"
"26666","52","405","-8.85417","121.85418"
"26667","52","406","-8.85417","121.89584"
"26668","52","407","-8.85417","121.93751"
"26669","52","408","-8.85417","121.97918"
"26670","52","409","-8.85417","122.02084"
"26671","52","410","-8.85417","122.06251"
"26672","52","411","-8.85417","122.10418"
"26740","52","479","-8.85417","124.93751"
"26991","53","225","-8.895836","114.35417"
"26992","53","226","-8.895836","114.39584"
"26993","53","227","-8.895836","114.43751"
"26994","53","228","-8.895836","114.47917"
"26995","53","229","-8.895836","114.52084"
"26996","53","230","-8.895836","114.56251"
"27008","53","242","-8.895836","115.06251"
"27009","53","243","-8.895836","115.10417"
"27010","53","244","-8.895836","115.14584"
"27011","53","245","-8.895836","115.18751"
"27012","53","246","-8.895836","115.22917"
"27013","53","247","-8.895836","115.27084"
"27014","53","248","-8.895836","115.31251"
"27027","53","261","-8.895836","115.85417"
"27028","53","262","-8.895836","115.89584"
"27029","53","263","-8.895836","115.93751"
"27030","53","264","-8.895836","115.97917"
"27031","53","265","-8.895836","116.02084"
"27032","53","266","-8.895836","116.06251"
"27033","53","267","-8.895836","116.10417"
"27034","53","268","-8.895836","116.14584"
"27078","53","312","-8.895836","117.97917"
"27079","53","313","-8.895836","118.02084"
"27080","53","314","-8.895836","118.06251"
"27081","53","315","-8.895836","118.10417"
"27082","53","316","-8.895836","118.14584"
"27083","53","317","-8.895836","118.18751"
"27084","53","318","-8.895836","118.22917"
"27085","53","319","-8.895836","118.27084"
"27086","53","320","-8.895836","118.31251"
"27087","53","321","-8.895836","118.35417"
"27088","53","322","-8.895836","118.39584"
"27089","53","323","-8.895836","118.43751"
"27090","53","324","-8.895836","118.47917"
"27091","53","325","-8.895836","118.52084"
"27092","53","326","-8.895836","118.56251"
"27093","53","327","-8.895836","118.60417"
"27094","53","328","-8.895836","118.64584"
"27095","53","329","-8.895836","118.68751"
"27096","53","330","-8.895836","118.72918"
"27097","53","331","-8.895836","118.77084"
"27098","53","332","-8.895836","118.81251"
"27099","53","333","-8.895836","118.85418"
"27100","53","334","-8.895836","118.89584"
"27122","53","356","-8.895836","119.81251"
"27123","53","357","-8.895836","119.85418"
"27124","53","358","-8.895836","119.89584"
"27125","53","359","-8.895836","119.93751"
"27126","53","360","-8.895836","119.97918"
"27127","53","361","-8.895836","120.02084"
"27128","53","362","-8.895836","120.06251"
"27129","53","363","-8.895836","120.10418"
"27130","53","364","-8.895836","120.14584"
"27131","53","365","-8.895836","120.18751"
"27132","53","366","-8.895836","120.22918"
"27134","53","368","-8.895836","120.31251"
"27135","53","369","-8.895836","120.35418"
"27136","53","370","-8.895836","120.39584"
"27137","53","371","-8.895836","120.43751"
"27138","53","372","-8.895836","120.47918"
"27139","53","373","-8.895836","120.52084"
"27140","53","374","-8.895836","120.56251"
"27141","53","375","-8.895836","120.60418"
"27142","53","376","-8.895836","120.64584"
"27143","53","377","-8.895836","120.68751"
"27144","53","378","-8.895836","120.72918"
"27145","53","379","-8.895836","120.77084"
"27146","53","380","-8.895836","120.81251"
"27147","53","381","-8.895836","120.85418"
"27155","53","389","-8.895836","121.18751"
"27156","53","390","-8.895836","121.22918"
"27157","53","391","-8.895836","121.27084"
"27159","53","393","-8.895836","121.35418"
"27160","53","394","-8.895836","121.39584"
"27161","53","395","-8.895836","121.43751"
"27162","53","396","-8.895836","121.47918"
"27163","53","397","-8.895836","121.52084"
"27164","53","398","-8.895836","121.56251"
"27165","53","399","-8.895836","121.60418"
"27166","53","400","-8.895836","121.64584"
"27167","53","401","-8.895836","121.68751"
"27168","53","402","-8.895836","121.72918"
"27169","53","403","-8.895836","121.77084"
"27170","53","404","-8.895836","121.81251"
"27171","53","405","-8.895836","121.85418"
"27172","53","406","-8.895836","121.89584"
"27173","53","407","-8.895836","121.93751"
"27174","53","408","-8.895836","121.97918"
"27243","53","477","-8.895836","124.85418"
"27244","53","478","-8.895836","124.89584"
"27245","53","479","-8.895836","124.93751"
"27535","54","264","-8.937503","115.97917"
"27536","54","265","-8.937503","116.02084"
"27537","54","266","-8.937503","116.06251"
"27538","54","267","-8.937503","116.10417"
"27539","54","268","-8.937503","116.14584"
"27540","54","269","-8.937503","116.18751"
"27541","54","270","-8.937503","116.22917"
"27542","54","271","-8.937503","116.27084"
"27543","54","272","-8.937503","116.31251"
"27544","54","273","-8.937503","116.35417"
"27545","54","274","-8.937503","116.39584"
"27546","54","275","-8.937503","116.43751"
"27547","54","276","-8.937503","116.47917"
"27548","54","277","-8.937503","116.52084"
"27549","54","278","-8.937503","116.56251"
"27576","54","305","-8.937503","117.68751"
"27577","54","306","-8.937503","117.72917"
"27578","54","307","-8.937503","117.77084"
"27579","54","308","-8.937503","117.81251"
"27580","54","309","-8.937503","117.85417"
"27581","54","310","-8.937503","117.89584"
"27582","54","311","-8.937503","117.93751"
"27583","54","312","-8.937503","117.97917"
"27584","54","313","-8.937503","118.02084"
"27585","54","314","-8.937503","118.06251"
"27590","54","319","-8.937503","118.27084"
"27591","54","320","-8.937503","118.31251"
"27592","54","321","-8.937503","118.35417"
"27593","54","322","-8.937503","118.39584"
"27594","54","323","-8.937503","118.43751"
"27595","54","324","-8.937503","118.47917"
"27596","54","325","-8.937503","118.52084"
"27597","54","326","-8.937503","118.56251"
"27644","54","373","-8.937503","120.52084"
"27645","54","374","-8.937503","120.56251"
"27646","54","375","-8.937503","120.60418"
"27647","54","376","-8.937503","120.64584"
"27648","54","377","-8.937503","120.68751"
"27649","54","378","-8.937503","120.72918"
"27650","54","379","-8.937503","120.77084"
"27651","54","380","-8.937503","120.81251"
"27652","54","381","-8.937503","120.85418"
"27653","54","382","-8.937503","120.89584"
"27654","54","383","-8.937503","120.93751"
"27658","54","387","-8.937503","121.10418"
"27659","54","388","-8.937503","121.14584"
"27660","54","389","-8.937503","121.18751"
"27661","54","390","-8.937503","121.22918"
"27662","54","391","-8.937503","121.27084"
"27663","54","392","-8.937503","121.31251"
"27664","54","393","-8.937503","121.35418"
"27665","54","394","-8.937503","121.39584"
"27666","54","395","-8.937503","121.43751"
"27667","54","396","-8.937503","121.47918"
"27668","54","397","-8.937503","121.52084"
"27669","54","398","-8.937503","121.56251"
"27670","54","399","-8.937503","121.60418"
"27671","54","400","-8.937503","121.64584"
"27672","54","401","-8.937503","121.68751"
"27673","54","402","-8.937503","121.72918"
"27674","54","403","-8.937503","121.77084"
"27675","54","404","-8.937503","121.81251"
"27676","54","405","-8.937503","121.85418"
"27746","54","475","-8.937503","124.77084"
"27747","54","476","-8.937503","124.81251"
"27748","54","477","-8.937503","124.85418"
"27749","54","478","-8.937503","124.89584"
"28046","55","270","-8.97917","116.22917"
"28047","55","271","-8.97917","116.27084"
"28048","55","272","-8.97917","116.31251"
"28049","55","273","-8.97917","116.35417"
"28050","55","274","-8.97917","116.39584"
"28051","55","275","-8.97917","116.43751"
"28052","55","276","-8.97917","116.47917"
"28053","55","277","-8.97917","116.52084"
"28054","55","278","-8.97917","116.56251"
"28055","55","279","-8.97917","116.60417"
"28056","55","280","-8.97917","116.64584"
"28057","55","281","-8.97917","116.68751"
"28058","55","282","-8.97917","116.72917"
"28079","55","303","-8.97917","117.60417"
"28080","55","304","-8.97917","117.64584"
"28081","55","305","-8.97917","117.68751"
"28082","55","306","-8.97917","117.72917"
"28083","55","307","-8.97917","117.77084"
"28084","55","308","-8.97917","117.81251"
"28085","55","309","-8.97917","117.85417"
"28086","55","310","-8.97917","117.89584"
"28087","55","311","-8.97917","117.93751"
"28088","55","312","-8.97917","117.97917"
"28096","55","320","-8.97917","118.31251"
"28097","55","321","-8.97917","118.35417"
"28098","55","322","-8.97917","118.39584"
"28099","55","323","-8.97917","118.43751"
"28100","55","324","-8.97917","118.47917"
"28152","55","376","-8.97917","120.64584"
"28153","55","377","-8.97917","120.68751"
"28154","55","378","-8.97917","120.72918"
"28155","55","379","-8.97917","120.77084"
"28156","55","380","-8.97917","120.81251"
"28157","55","381","-8.97917","120.85418"
"28158","55","382","-8.97917","120.89584"
"28159","55","383","-8.97917","120.93751"
"28160","55","384","-8.97917","120.97918"
"28161","55","385","-8.97917","121.02084"
"28162","55","386","-8.97917","121.06251"
"28163","55","387","-8.97917","121.10418"
"28164","55","388","-8.97917","121.14584"
"28165","55","389","-8.97917","121.18751"
"28166","55","390","-8.97917","121.22918"
"28167","55","391","-8.97917","121.27084"
"28168","55","392","-8.97917","121.31251"
"28169","55","393","-8.97917","121.35418"
"28170","55","394","-8.97917","121.39584"
"28171","55","395","-8.97917","121.43751"
"28172","55","396","-8.97917","121.47918"
"28173","55","397","-8.97917","121.52084"
"28174","55","398","-8.97917","121.56251"
"28250","55","474","-8.97917","124.72918"
"28251","55","475","-8.97917","124.77084"
"28252","55","476","-8.97917","124.81251"
"28253","55","477","-8.97917","124.85418"
"28553","56","272","-9.020836","116.31251"
"28554","56","273","-9.020836","116.35417"
"28555","56","274","-9.020836","116.39584"
"28556","56","275","-9.020836","116.43751"
"28557","56","276","-9.020836","116.47917"
"28558","56","277","-9.020836","116.52084"
"28559","56","278","-9.020836","116.56251"
"28560","56","279","-9.020836","116.60417"
"28561","56","280","-9.020836","116.64584"
"28562","56","281","-9.020836","116.68751"
"28563","56","282","-9.020836","116.72917"
"28564","56","283","-9.020836","116.77084"
"28582","56","301","-9.020836","117.52084"
"28583","56","302","-9.020836","117.56251"
"28584","56","303","-9.020836","117.60417"
"28585","56","304","-9.020836","117.64584"
"28586","56","305","-9.020836","117.68751"
"28587","56","306","-9.020836","117.72917"
"28588","56","307","-9.020836","117.77084"
"28589","56","308","-9.020836","117.81251"
"28590","56","309","-9.020836","117.85417"
"28668","56","387","-9.020836","121.10418"
"28669","56","388","-9.020836","121.14584"
"28670","56","389","-9.020836","121.18751"
"28671","56","390","-9.020836","121.22918"
"28672","56","391","-9.020836","121.27084"
"28673","56","392","-9.020836","121.31251"
"28674","56","393","-9.020836","121.35418"
"28753","56","472","-9.020836","124.64584"
"28754","56","473","-9.020836","124.68751"
"28755","56","474","-9.020836","124.72918"
"28756","56","475","-9.020836","124.77084"
"29060","57","274","-9.062503","116.39584"
"29067","57","281","-9.062503","116.68751"
"29068","57","282","-9.062503","116.72917"
"29069","57","283","-9.062503","116.77084"
"29070","57","284","-9.062503","116.81251"
"29071","57","285","-9.062503","116.85417"
"29072","57","286","-9.062503","116.89584"
"29073","57","287","-9.062503","116.93751"
"29079","57","293","-9.062503","117.18751"
"29080","57","294","-9.062503","117.22917"
"29081","57","295","-9.062503","117.27084"
"29082","57","296","-9.062503","117.31251"
"29083","57","297","-9.062503","117.35417"
"29084","57","298","-9.062503","117.39584"
"29085","57","299","-9.062503","117.43751"
"29086","57","300","-9.062503","117.47917"
"29087","57","301","-9.062503","117.52084"
"29088","57","302","-9.062503","117.56251"
"29089","57","303","-9.062503","117.60417"
"29090","57","304","-9.062503","117.64584"
"29091","57","305","-9.062503","117.68751"
"29256","57","470","-9.062503","124.56251"
"29257","57","471","-9.062503","124.60418"
"29258","57","472","-9.062503","124.64584"
"29259","57","473","-9.062503","124.68751"
"29574","58","283","-9.10417","116.77084"
"29575","58","284","-9.10417","116.81251"
"29576","58","285","-9.10417","116.85417"
"29577","58","286","-9.10417","116.89584"
"29578","58","287","-9.10417","116.93751"
"29579","58","288","-9.10417","116.97917"
"29580","58","289","-9.10417","117.02084"
"29581","58","290","-9.10417","117.06251"
"29582","58","291","-9.10417","117.10417"
"29583","58","292","-9.10417","117.14584"
"29584","58","293","-9.10417","117.18751"
"29585","58","294","-9.10417","117.22917"
"29586","58","295","-9.10417","117.27084"
"29587","58","296","-9.10417","117.31251"
"29588","58","297","-9.10417","117.35417"
"29589","58","298","-9.10417","117.39584"
"29590","58","299","-9.10417","117.43751"
"29758","58","467","-9.10417","124.43751"
"29759","58","468","-9.10417","124.47918"
"29760","58","469","-9.10417","124.52084"
"29761","58","470","-9.10417","124.56251"
"29762","58","471","-9.10417","124.60418"
"29763","58","472","-9.10417","124.64584"
"30082","59","286","-9.145836","116.89584"
"30083","59","287","-9.145836","116.93751"
"30084","59","288","-9.145836","116.97917"
"30085","59","289","-9.145836","117.02084"
"30086","59","290","-9.145836","117.06251"
"30087","59","291","-9.145836","117.10417"
"30088","59","292","-9.145836","117.14584"
"30089","59","293","-9.145836","117.18751"
"30090","59","294","-9.145836","117.22917"
"30091","59","295","-9.145836","117.27084"
"30261","59","465","-9.145836","124.35418"
"30262","59","466","-9.145836","124.39584"
"30263","59","467","-9.145836","124.43751"
"30264","59","468","-9.145836","124.47918"
"30265","59","469","-9.145836","124.52084"
"30266","59","470","-9.145836","124.56251"
"30267","59","471","-9.145836","124.60418"
"30763","60","462","-9.187503","124.22918"
"30764","60","463","-9.187503","124.27084"
"30765","60","464","-9.187503","124.31251"
"30766","60","465","-9.187503","124.35418"
"31267","61","461","-9.22917","124.18751"
"31268","61","462","-9.22917","124.22918"
"31769","62","458","-9.270836","124.06251"
"31770","62","459","-9.270836","124.10418"
"31771","62","460","-9.270836","124.14584"
"32272","63","456","-9.312503","123.97918"
"32273","63","457","-9.312503","124.02084"
"32274","63","458","-9.312503","124.06251"
"32275","63","459","-9.312503","124.10418"
"32775","64","454","-9.35417","123.89584"
"32776","64","455","-9.35417","123.93751"
"32777","64","456","-9.35417","123.97918"
"33279","65","453","-9.395836","123.85418"
"33280","65","454","-9.395836","123.89584"
"33281","65","455","-9.395836","123.93751"
"33783","66","452","-9.437503","123.81251"
"33784","66","453","-9.437503","123.85418"
"33785","66","454","-9.437503","123.89584"
"34286","67","450","-9.47917","123.72918"
"34287","67","451","-9.47917","123.77084"
"34288","67","452","-9.47917","123.81251"
"34790","68","449","-9.520836","123.68751"
"34791","68","450","-9.520836","123.72918"
"34792","68","451","-9.520836","123.77084"
"35294","69","448","-9.562503","123.64584"
"35295","69","449","-9.562503","123.68751"
"35296","69","450","-9.562503","123.72918"
"35798","70","447","-9.60417","123.60418"
"35799","70","448","-9.60417","123.64584"
"35800","70","449","-9.60417","123.68751"
"36303","71","447","-9.645836","123.60418"
"36304","71","448","-9.645836","123.64584"
"36336","71","480","-9.645836","124.97918"
"36807","72","446","-9.687503","123.56251"
"36808","72","447","-9.687503","123.60418"
"36809","72","448","-9.687503","123.64584"
"36840","72","479","-9.687503","124.93751"
"36841","72","480","-9.687503","124.97918"
"37312","73","446","-9.72917","123.56251"
"37313","73","447","-9.72917","123.60418"
"37314","73","448","-9.72917","123.64584"
"37344","73","478","-9.72917","124.89584"
"37345","73","479","-9.72917","124.93751"
"37346","73","480","-9.72917","124.97918"
"37817","74","446","-9.770836","123.56251"
"37818","74","447","-9.770836","123.60418"
"37819","74","448","-9.770836","123.64584"
"37848","74","477","-9.770836","124.85418"
"37849","74","478","-9.770836","124.89584"
"37850","74","479","-9.770836","124.93751"
"37851","74","480","-9.770836","124.97918"
"38321","75","445","-9.812503","123.52084"
"38322","75","446","-9.812503","123.56251"
"38323","75","447","-9.812503","123.60418"
"38324","75","448","-9.812503","123.64584"
"38352","75","476","-9.812503","124.81251"
"38353","75","477","-9.812503","124.85418"
"38354","75","478","-9.812503","124.89584"
"38355","75","479","-9.812503","124.93751"
"38826","76","445","-9.85417","123.52084"
"38827","76","446","-9.85417","123.56251"
"38828","76","447","-9.85417","123.60418"
"38829","76","448","-9.85417","123.64584"
"38856","76","475","-9.85417","124.77084"
"38857","76","476","-9.85417","124.81251"
"38858","76","477","-9.85417","124.85418"
"38859","76","478","-9.85417","124.89584"
"38860","76","479","-9.85417","124.93751"
"39331","77","445","-9.895836","123.52084"
"39332","77","446","-9.895836","123.56251"
"39333","77","447","-9.895836","123.60418"
"39360","77","474","-9.895836","124.72918"
"39361","77","475","-9.895836","124.77084"
"39362","77","476","-9.895836","124.81251"
"39363","77","477","-9.895836","124.85418"
"39364","77","478","-9.895836","124.89584"
"39836","78","445","-9.937503","123.52084"
"39837","78","446","-9.937503","123.56251"
"39864","78","473","-9.937503","124.68751"
"39865","78","474","-9.937503","124.72918"
"39866","78","475","-9.937503","124.77084"
"39867","78","476","-9.937503","124.81251"
"39868","78","477","-9.937503","124.85418"
"40341","79","445","-9.97917","123.52084"
"40342","79","446","-9.97917","123.56251"
"40368","79","472","-9.97917","124.64584"
"40369","79","473","-9.97917","124.68751"
"40370","79","474","-9.97917","124.72918"
"40371","79","475","-9.97917","124.77084"
"40372","79","476","-9.97917","124.81251"
"40847","80","446","-10.020836","123.56251"
"40849","80","448","-10.020836","123.64584"
"40850","80","449","-10.020836","123.68751"
"40871","80","470","-10.020836","124.56251"
"40872","80","471","-10.020836","124.60418"
"40873","80","472","-10.020836","124.64584"
"40874","80","473","-10.020836","124.68751"
"40875","80","474","-10.020836","124.72918"
"40876","80","475","-10.020836","124.77084"
"40877","80","476","-10.020836","124.81251"
"41352","81","446","-10.062503","123.56251"
"41353","81","447","-10.062503","123.60418"
"41354","81","448","-10.062503","123.64584"
"41355","81","449","-10.062503","123.68751"
"41356","81","450","-10.062503","123.72918"
"41376","81","470","-10.062503","124.56251"
"41377","81","471","-10.062503","124.60418"
"41378","81","472","-10.062503","124.64584"
"41379","81","473","-10.062503","124.68751"
"41380","81","474","-10.062503","124.72918"
"41381","81","475","-10.062503","124.77084"
"41854","82","443","-10.10417","123.43751"
"41855","82","444","-10.10417","123.47918"
"41856","82","445","-10.10417","123.52084"
"41857","82","446","-10.10417","123.56251"
"41858","82","447","-10.10417","123.60418"
"41859","82","448","-10.10417","123.64584"
"41860","82","449","-10.10417","123.68751"
"41880","82","469","-10.10417","124.52084"
"41881","82","470","-10.10417","124.56251"
"41882","82","471","-10.10417","124.60418"
"41883","82","472","-10.10417","124.64584"
"41884","82","473","-10.10417","124.68751"
"41885","82","474","-10.10417","124.72918"
"42357","83","441","-10.145836","123.35418"
"42358","83","442","-10.145836","123.39584"
"42360","83","444","-10.145836","123.47918"
"42361","83","445","-10.145836","123.52084"
"42362","83","446","-10.145836","123.56251"
"42363","83","447","-10.145836","123.60418"
"42384","83","468","-10.145836","124.47918"
"42385","83","469","-10.145836","124.52084"
"42386","83","470","-10.145836","124.56251"
"42387","83","471","-10.145836","124.60418"
"42388","83","472","-10.145836","124.64584"
"42861","84","440","-10.187503","123.31251"
"42862","84","441","-10.187503","123.35418"
"42866","84","445","-10.187503","123.52084"
"42880","84","459","-10.187503","124.10418"
"42881","84","460","-10.187503","124.14584"
"42882","84","461","-10.187503","124.18751"
"42883","84","462","-10.187503","124.22918"
"42884","84","463","-10.187503","124.27084"
"42885","84","464","-10.187503","124.31251"
"42886","84","465","-10.187503","124.35418"
"42887","84","466","-10.187503","124.39584"
"42888","84","467","-10.187503","124.43751"
"42889","84","468","-10.187503","124.47918"
"42890","84","469","-10.187503","124.52084"
"42891","84","470","-10.187503","124.56251"
"42892","84","471","-10.187503","124.60418"
"43365","85","439","-10.22917","123.27084"
"43366","85","440","-10.22917","123.31251"
"43369","85","443","-10.22917","123.43751"
"43370","85","444","-10.22917","123.47918"
"43384","85","458","-10.22917","124.06251"
"43385","85","459","-10.22917","124.10418"
"43386","85","460","-10.22917","124.14584"
"43387","85","461","-10.22917","124.18751"
"43388","85","462","-10.22917","124.22918"
"43389","85","463","-10.22917","124.27084"
"43390","85","464","-10.22917","124.31251"
"43391","85","465","-10.22917","124.35418"
"43392","85","466","-10.22917","124.39584"
"43393","85","467","-10.22917","124.43751"
"43394","85","468","-10.22917","124.47918"
"43395","85","469","-10.22917","124.52084"
"43870","86","439","-10.270836","123.27084"
"43874","86","443","-10.270836","123.43751"
"43875","86","444","-10.270836","123.47918"
"43888","86","457","-10.270836","124.02084"
"43889","86","458","-10.270836","124.06251"
"43890","86","459","-10.270836","124.10418"
"43891","86","460","-10.270836","124.14584"
"43892","86","461","-10.270836","124.18751"
"43893","86","462","-10.270836","124.22918"
"43894","86","463","-10.270836","124.27084"
"43895","86","464","-10.270836","124.31251"
"43896","86","465","-10.270836","124.35418"
"43897","86","466","-10.270836","124.39584"
"44375","87","439","-10.312503","123.27084"
"44377","87","441","-10.312503","123.35418"
"44379","87","443","-10.312503","123.43751"
"44390","87","454","-10.312503","123.89584"
"44391","87","455","-10.312503","123.93751"
"44392","87","456","-10.312503","123.97918"
"44393","87","457","-10.312503","124.02084"
"44394","87","458","-10.312503","124.06251"
"44395","87","459","-10.312503","124.10418"
"44396","87","460","-10.312503","124.14584"
"44397","87","461","-10.312503","124.18751"
"44398","87","462","-10.312503","124.22918"
"44880","88","439","-10.35417","123.27084"
"44881","88","440","-10.35417","123.31251"
"44882","88","441","-10.35417","123.35418"
"44883","88","442","-10.35417","123.39584"
"44884","88","443","-10.35417","123.43751"
"44886","88","445","-10.35417","123.52084"
"44887","88","446","-10.35417","123.56251"
"44889","88","448","-10.35417","123.64584"
"44892","88","451","-10.35417","123.77084"
"44893","88","452","-10.35417","123.81251"
"44894","88","453","-10.35417","123.85418"
"44895","88","454","-10.35417","123.89584"
"44896","88","455","-10.35417","123.93751"
"44897","88","456","-10.35417","123.97918"
"44898","88","457","-10.35417","124.02084"
"44899","88","458","-10.35417","124.06251"
"44900","88","459","-10.35417","124.10418"
"44901","88","460","-10.35417","124.14584"
"45386","89","440","-10.395836","123.31251"
"45387","89","441","-10.395836","123.35418"
"45388","89","442","-10.395836","123.39584"
"45389","89","443","-10.395836","123.43751"
"45390","89","444","-10.395836","123.47918"
"45391","89","445","-10.395836","123.52084"
"45392","89","446","-10.395836","123.56251"
"45393","89","447","-10.395836","123.60418"
"45394","89","448","-10.395836","123.64584"
"45395","89","449","-10.395836","123.68751"
"45396","89","450","-10.395836","123.72918"
"45397","89","451","-10.395836","123.77084"
"45398","89","452","-10.395836","123.81251"
"45399","89","453","-10.395836","123.85418"
"45400","89","454","-10.395836","123.89584"
"45401","89","455","-10.395836","123.93751"
"45402","89","456","-10.395836","123.97918"
"45403","89","457","-10.395836","124.02084"
"45404","89","458","-10.395836","124.06251"
"45892","90","441","-10.437503","123.35418"
"45893","90","442","-10.437503","123.39584"
"45894","90","443","-10.437503","123.43751"
"45895","90","444","-10.437503","123.47918"
"45896","90","445","-10.437503","123.52084"
"45897","90","446","-10.437503","123.56251"
"45898","90","447","-10.437503","123.60418"
"45899","90","448","-10.437503","123.64584"
"45900","90","449","-10.437503","123.68751"
"45901","90","450","-10.437503","123.72918"
"45902","90","451","-10.437503","123.77084"
"45903","90","452","-10.437503","123.81251"
"45904","90","453","-10.437503","123.85418"
"45905","90","454","-10.437503","123.89584"
"45906","90","455","-10.437503","123.93751"
"46395","91","439","-10.47917","123.27084"
"46396","91","440","-10.47917","123.31251"
"46397","91","441","-10.47917","123.35418"
"46399","91","443","-10.47917","123.43751"
"46400","91","444","-10.47917","123.47918"
"46899","92","438","-10.520836","123.22918"
"46900","92","439","-10.520836","123.27084"
"46904","92","443","-10.520836","123.43751"
"46905","92","444","-10.520836","123.47918"
"47402","93","436","-10.562503","123.14584"
"47403","93","437","-10.562503","123.18751"
"47404","93","438","-10.562503","123.22918"
"47408","93","442","-10.562503","123.39584"
"47409","93","443","-10.562503","123.43751"
"47410","93","444","-10.562503","123.47918"
"47905","94","434","-10.60417","123.06251"
"47906","94","435","-10.60417","123.10418"
"47907","94","436","-10.60417","123.14584"
"47908","94","437","-10.60417","123.18751"
"47914","94","443","-10.60417","123.43751"
"48408","95","432","-10.645836","122.97918"
"48409","95","433","-10.645836","123.02084"
"48410","95","434","-10.645836","123.06251"
"48411","95","435","-10.645836","123.10418"
"48412","95","436","-10.645836","123.14584"
"48419","95","443","-10.645836","123.43751"
"48911","96","430","-10.687503","122.89584"
"48912","96","431","-10.687503","122.93751"
"48913","96","432","-10.687503","122.97918"
"48914","96","433","-10.687503","123.02084"
"48915","96","434","-10.687503","123.06251"
"48922","96","441","-10.687503","123.35418"
"48923","96","442","-10.687503","123.39584"
